"time_on_site","age","area_income","daily_internet_usage","gender","country","timestamp","clicked","gender_category","internet_sqrt","website_sqrt","income_sqrd","age_log","prob","prob1","prob_hit","pred"
79.52,24,51739.63,214.23,0,"Bosnia and Herzegovina","20-4-2016 21:49",0,"Female",14.6365979653743,8.91739872384318,2676.9893125369,3.17805383034795,0.00942293295332103,0.0290051529601356,0.00942293295332103,0
42.95,33,30976,143.56,0,"Barbados","24-3-2016 09:31",1,"Female",11.9816526406001,6.55362495112438,959.512576,3.49650756146648,0.999995287204702,0.999807260300679,0.999995287204702,1
63.45,23,52182.23,140.64,1,"Spain","9-3-2016 3:41",1,"Male",11.8591736642989,7.96555082841105,2722.9851277729,3.13549421592915,0.94587046001154,0.390808684747243,0.94587046001154,1
55.39,37,23936.86,129.41,0,"Palestinian Territory","30-1-2016 19:20",1,"Female",11.3758516164725,7.44244583453585,572.9732666596,3.61091791264422,0.999990438669354,0.998493210225194,0.999990438669354,1
82.03,41,71511.08,187.53,0,"Afghanistan","2-5-2016 7:00",0,"Female",13.6941593389299,9.05704145954958,5113.8345627664,3.71357206670431,0.036742013359618,0.0277217128475757,0.036742013359618,0
54.7,36,31087.54,118.39,1,"British Indian Ocean Territory (Chagos Archipelago)","13-2-2016 07:53",1,"Male",10.8807168881467,7.39594483484024,966.4351432516,3.58351893845611,0.999990392735557,0.997702701909369,0.999990392735557,1
74.58,40,23821.72,135.51,1,"Russian Federation","27-2-2016 04:43",1,"Male",11.6408762556777,8.63597128295364,567.4743437584,3.68887945411394,0.999222864119555,0.939128338766936,0.999222864119555,1
77.22,30,64802.33,224.44,1,"Cameroon","5-1-2016 7:52",0,"Male",14.981321704042,8.78749110952609,4199.3419734289,3.40119738166216,0.00301073185220372,0.0317547427668914,0.00301073185220372,0
84.59,35,60015.57,226.54,1,"Cameroon","18-3-2016 13:22",0,"Male",15.0512457956144,9.19728220726101,3601.8686424249,3.55534806148941,0.00369510357450875,0.0347931009488874,0.00369510357450875,0
41.49,52,32635.7,164.83,0,"Burundi","20-5-2016 08:49",1,"Female",12.8386136323203,6.44127316607517,1065.08891449,3.95124371858143,0.999998940233226,0.999989539078631,0.999998940233226,1
87.29,36,61628.72,209.93,1,"Korea","23-3-2016 09:43",0,"Male",14.4889613154291,9.34291175169711,3798.0991288384,3.58351893845611,0.00574462763225277,0.0200739355515711,0.00574462763225277,0
41.39,41,68962.32,167.22,0,"Tokelau","13-6-2016 17:27",1,"Female",12.9313572373514,6.43350604258673,4755.8015797824,3.71357206670431,0.999400269091117,0.997767603408268,0.999400269091117,1
78.74,28,64828,204.79,1,"Monaco","27-5-2016 15:25",0,"Male",14.3104856661121,8.87355622059161,4202.669584,3.3322045101752,0.00490852946550654,0.0159146564591503,0.00490852946550654,0
48.53,28,38067.08,134.14,1,"Tuvalu","8-2-2016 10:46",1,"Male",11.5818824031329,6.96634768009751,1449.1025797264,3.3322045101752,0.999930561999888,0.99635886375433,0.999930561999888,1
51.95,52,58295.82,129.23,0,"Greece","19-7-2016 08:32",1,"Female",11.3679373678781,7.20763484091696,3398.4026294724,3.95124371858143,0.99998015307325,0.998014997571958,0.99998015307325,1
70.2,34,32708.94,119.2,0,"British Virgin Islands","14-4-2016 05:08",1,"Female",10.9178752511649,8.37854402626136,1069.8747559236,3.52636052461616,0.999686697705372,0.896446275525374,0.999686697705372,1
76.02,22,46179.97,209.82,0,"Bouvet Island (Bouvetoya)","27-1-2016 12:38",0,"Female",14.485164824744,8.71894489029493,2132.5896292009,3.09104245335832,0.0279680918483833,0.0617672056695238,0.0279680918483833,0
67.64,35,51473.28,267.01,1,"Peru","2-7-2016 20:23",0,"Male",16.3404406305338,8.22435407798084,2649.4985539584,3.55534806148941,0.0318012822116421,0.759789747071776,0.0318012822116421,0
86.41,28,45593.93,207.48,1,"Aruba","1-3-2016 22:13",0,"Male",14.4041660640247,9.29569792968769,2078.8064528449,3.3322045101752,0.0150950611785965,0.0354246489540278,0.0150950611785965,0
59.05,57,25583.29,169.23,1,"Maldives","15-7-2016 05:05",1,"Male",13.0088431461064,7.68439978137525,654.5047272241,4.04305126783455,0.999953099472551,0.999682138094887,0.999953099472551,1
55.6,23,30227.98,212.58,0,"Senegal","14-1-2016 14:00",1,"Female",14.5801234562674,7.4565407529229,913.7307748804,3.13549421592915,0.915054704861669,0.965243521324752,0.915054704861669,1
57.64,57,45580.92,133.81,1,"Dominica","15-3-2016 03:12",1,"Male",11.5676272415738,7.59210115844092,2077.6202680464,4.04305126783455,0.99998410442652,0.998921016375754,0.99998410442652,1
84.37,30,61389.5,201.58,0,"Luxembourg","12-4-2016 3:26",0,"Female",14.1978871667583,9.18531436587774,3768.67071025,3.40119738166216,0.00817086553696935,0.0126877139996244,0.00817086553696935,0
62.26,53,56770.79,125.45,1,"Montenegro","7-4-2016 15:18",1,"Male",11.2004464196745,7.89050061783155,3222.9225972241,3.97029191355212,0.99984737190494,0.983833593844059,0.99984737190494,1
65.82,39,76435.3,221.94,0,"Ukraine","9-2-2016 5:28",0,"Female",14.8976508215222,8.11295260678873,5842.35508609,3.66356164612965,0.0295057769928917,0.213500172377597,0.0295057769928917,0
50.43,46,57425.87,119.32,1,"Saint Helena","7-5-2016 17:11",1,"Male",10.9233694435371,7.1014083110324,3297.7305452569,3.8286413964891,0.999983004404413,0.997516277316208,0.999983004404413,1
38.93,39,27508.41,162.08,0,"Liberia","11-3-2016 6:49",1,"Female",12.7310643702716,6.2393909959226,756.7126207281,3.66356164612965,0.999998259028403,0.999980632391836,0.999998259028403,1
84.98,29,57691.95,202.61,0,"Russian Federation","27-4-2016 09:27",0,"Female",14.234113952052,9.21845974119321,3328.3610948025,3.36729582998647,0.00976566866678498,0.0149437972865013,0.00976566866678498,0
64.24,30,59784.18,252.36,0,"Tunisia","16-4-2016 11:53",0,"Female",15.8858427538485,8.01498596380555,3574.1481782724,3.40119738166216,0.0254914922633178,0.498172860760489,0.0254914922633178,0
82.52,32,66572.39,198.11,1,"Turkmenistan","8-5-2016 15:38",0,"Male",14.0751554165487,9.08405195934061,4431.8831103121,3.46573590279973,0.00623201790497959,0.0128063004170633,0.00623201790497959,0
81.38,31,64929.61,212.3,0,"Saint Helena","8-2-2016 0:23",0,"Female",14.5705181788432,9.02108640907513,4215.8542547521,3.43398720448515,0.00502015207090636,0.0167734270882077,0.00502015207090636,0
80.47,25,57519.64,204.86,0,"Niger","11-2-2016 13:26",0,"Female",14.3129312162114,8.97050723203543,3308.5089857296,3.2188758248682,0.00807477152704267,0.0155250940527494,0.00807477152704267,0
37.68,52,53575.48,172.83,1,"Turkmenistan","17-2-2016 13:16",1,"Male",13.1464824192633,6.13840370128912,2870.3320572304,3.95124371858143,0.999990130511562,0.999974403616668,0.999990130511562,1
69.62,20,50983.75,202.25,1,"Qatar","26-2-2016 22:46",0,"Male",14.2214626533279,8.34386001800126,2599.3427640625,2.99573227355399,0.0331484544280177,0.0790774332846642,0.0331484544280177,0
85.4,43,67058.72,198.72,0,"Sri Lanka","8-6-2016 18:54",0,"Female",14.0968081493649,9.24121204171834,4496.8719280384,3.76120011569356,0.0285038197745534,0.0369344874602423,0.0285038197745534,0
44.33,37,52723.34,123.72,1,"Trinidad and Tobago","8-1-2016 9:32",1,"Male",11.1229492491875,6.65807780068692,2779.7505807556,3.61091791264422,0.999989307034761,0.998958169902106,0.999989307034761,1
48.01,46,54286.1,119.93,0,"Italy","25-4-2016 11:01",1,"Female",10.9512556357707,6.928924880528,2946.98065321,3.8286413964891,0.999995648947219,0.999076819514045,0.999995648947219,1
73.18,23,61526.25,196.71,1,"British Virgin Islands","4-4-2016 7:07",0,"Male",14.0253342206166,8.55453096317969,3785.4794390625,3.13549421592915,0.0121950189645222,0.0245647828662011,0.0121950189645222,0
79.94,28,58526.04,225.29,0,"United Kingdom","3-5-2016 21:19",0,"Female",15.0096635538576,8.94091717890285,3425.2973580816,3.3322045101752,0.00440478836217032,0.0288513074805522,0.00440478836217032,0
33.33,45,53350.11,193.58,1,"Guinea-Bissau","17-1-2016 09:31",1,"Male",13.9133029867102,5.77321400954442,2846.2342370121,3.80666248977032,0.999972974089031,0.999984158740366,0.999972974089031,1
50.33,50,62657.53,133.2,1,"Micronesia","2-3-2016 4:57",1,"Male",11.5412304370028,7.09436396021518,3925.9660657009,3.91202300542815,0.999932163665982,0.997038651847905,0.999932163665982,1
62.31,47,62722.57,119.3,0,"Turkey","14-2-2016 07:36",1,"Female",10.9224539367305,7.89366834874635,3934.1207874049,3.85014760171006,0.999667097820724,0.932632777472875,0.999667097820724,1
80.6,31,67479.62,177.55,0,"Croatia","7-4-2016 3:56",0,"Female",13.3247889289099,8.97775027498538,4553.4991153444,3.43398720448515,0.034514874700343,0.0135805687145948,0.034514874700343,0
65.19,36,75254.88,150.61,0,"Israel","17-2-2016 11:42",1,"Female",12.2723265927859,8.07403244977378,5663.2969638144,3.58351893845611,0.751781230873387,0.192355148644219,0.751781230873387,1
44.98,49,52336.64,129.31,0,"Svalbard & Jan Mayen Islands","10-4-2016 0:13",1,"Female",11.3714554917126,6.70671305484289,2739.1238864896,3.89182029811063,0.999997722153711,0.999766907011791,0.999997722153711,1
77.63,29,56113.37,239.22,0,"Azerbaijan","14-2-2016 17:05",0,"Female",15.4667385055803,8.81078884096084,3148.7102927569,3.36729582998647,0.00529933544006408,0.072267745001276,0.00529933544006408,0
41.82,41,24852.9,156.36,0,"Iran","26-5-2016 22:49",1,"Female",12.5043992258725,6.4668384856899,617.66663841,3.71357206670431,0.999998466622313,0.999972159782957,0.999998466622313,1
85.61,27,47708.42,183.43,0,"Burundi","30-4-2016 08:07",0,"Female",13.5436331905438,9.25256721132033,2276.0933388964,3.29583686600433,0.0705892621171761,0.0271962206928005,0.0705892621171761,0
85.84,34,64654.66,192.93,1,"Saint Vincent and the Grenadines","15-6-2016 05:30",0,"Male",13.8899244058418,9.26498785752038,4180.2250597156,3.52636052461616,0.00944444943675694,0.0126238571406366,0.00944444943675694,0
72.08,29,71228.44,169.5,0,"Burundi","9-3-2016 14:45",0,"Female",13.0192165662915,8.48999411071645,5073.4906648336,3.36729582998647,0.098651610430684,0.0289175609875227,0.098651610430684,0
86.06,32,61601.05,178.92,1,"Bulgaria","31-3-2016 20:55",0,"Male",13.3760980857648,9.2768529146473,3794.6893611025,3.46573590279973,0.0254762328087988,0.0129630865927532,0.0254762328087988,0
45.96,45,66281.46,141.22,0,"Christmas Island","3-6-2016 0:55",1,"Female",11.8836021474972,6.77938050267132,4393.2319397316,3.80666248977032,0.9998966630451,0.997022624621192,0.9998966630451,1
62.42,29,73910.9,198.5,1,"Canada","10-3-2016 23:36",0,"Male",14.0890028036054,7.90063288604147,5462.82113881,3.36729582998647,0.0459666008237115,0.135256182452015,0.0459666008237115,0
63.89,40,51317.33,105.22,0,"Rwanda","8-1-2016 0:17",1,"Female",10.2576800496019,7.99312204335703,2633.4683583289,3.68887945411394,0.999928742964244,0.940410857044738,0.999928742964244,1
35.33,32,51510.18,200.22,0,"Turks and Caicos Islands","5-6-2016 22:11",1,"Female",14.1499116605016,5.94390444068543,2653.2986436324,3.46573590279973,0.999681166885798,0.999831200667901,0.999681166885798,1
75.74,25,61005.87,215.25,1,"Tunisia","16-1-2016 11:35",0,"Male",14.6714007511212,8.70287308881383,3721.7161744569,3.2188758248682,0.00421327391316763,0.0252402743805877,0.00421327391316763,0
78.53,34,32536.98,131.72,0,"Norfolk Island","22-4-2016 20:10",1,"Female",11.4769333883229,8.86171540955813,1058.6550675204,3.52636052461616,0.995700050718757,0.613795372671903,0.995700050718757,1
46.13,31,60248.97,139.01,0,"Bouvet Island (Bouvetoya)","1-2-2016 9:00",1,"Female",11.7902502093891,6.79190694871477,3629.9383860609,3.43398720448515,0.999662652350982,0.988381105956777,0.999662652350982,1
69.01,46,74543.81,222.63,0,"Turks and Caicos Islands","7-7-2016 13:37",0,"Female",14.9207908637579,8.30722577037605,5556.7796093161,3.8286413964891,0.0568062249695695,0.326478093520755,0.0568062249695695,0
55.35,39,75509.61,153.17,1,"Cook Islands","8-3-2016 0:37",1,"Male",12.3761868117769,7.43975806058235,5701.7012023521,3.66356164612965,0.957804959929668,0.773442257157334,0.957804959929668,1
33.21,43,42650.32,167.07,1,"Turkey","10-5-2016 17:39",1,"Male",12.925556080881,5.76281181368956,1819.0497961024,3.76120011569356,0.999998444192495,0.999993505843096,0.999998444192495,1
38.46,42,58183.04,145.98,1,"Guatemala","6-4-2016 11:24",1,"Male",12.0822183393614,6.20161269348546,3385.2661436416,3.73766961828337,0.999987097006025,0.999807094175137,0.999987097006025,1
64.1,22,60465.72,215.93,0,"Cote d'Ivoire","1-4-2016 16:21",0,"Female",14.6945568153653,8.00624756049924,3656.1032951184,3.09104245335832,0.0299630354992888,0.13462445240324,0.0299630354992888,0
49.81,35,57009.76,120.06,1,"Faroe Islands","5-1-2016 4:18",1,"Male",10.9571894206498,7.05761999543756,3250.1127352576,3.55534806148941,0.999921446278703,0.990246897604729,0.999921446278703,1
82.73,33,54541.56,238.99,1,"Qatar","20-5-2016 21:31",0,"Male",15.4593014072435,9.09560333347931,2974.7817672336,3.49650756146648,0.00388820986403002,0.0677607182136578,0.00388820986403002,0
56.14,38,32689.04,113.53,1,"Ireland","3-2-2016 7:59",1,"Male",10.6550457530693,7.49266307797168,1068.5733361216,3.63758615972639,0.999992749671024,0.997358362870707,0.999992749671024,1
55.13,45,55605.92,111.71,0,"Ukraine","17-2-2016 21:55",1,"Female",10.5692951515226,7.42495791233863,3092.0183390464,3.80666248977032,0.99998393719726,0.992959239594958,0.99998393719726,1
78.11,27,63296.87,209.25,1,"Moldova","30-1-2016 16:10",0,"Male",14.4654761414894,8.83798619596116,4006.4937517969,3.29583686600433,0.00430882967584502,0.0180617847112112,0.00430882967584502,0
73.46,28,65653.47,222.75,1,"Nicaragua","15-5-2016 14:41",0,"Male",14.9248115565993,8.57088093488645,4310.3781230409,3.3322045101752,0.00392545859610089,0.0402245580985593,0.00392545859610089,0
56.64,38,61652.53,115.91,0,"Montserrat","5-1-2016 17:56",1,"Female",10.7661506584294,7.52595508889071,3801.0344554009,3.63758615972639,0.999773975596155,0.944893664595107,0.999773975596155,1
68.94,54,30726.26,138.71,0,"Timor-Leste","19-4-2016 07:34",1,"Female",11.7775209615606,8.30301150185883,944.1030535876,3.98898404656427,0.999943242817834,0.994725559274908,0.999943242817834,1
70.79,31,74535.94,184.1,0,"Bouvet Island (Bouvetoya)","15-3-2016 15:49",0,"Female",13.5683455144686,8.41367933784025,5555.6063516836,3.43398720448515,0.0409391585220194,0.0328275709551627,0.0409391585220194,0
57.76,41,47861.93,105.15,0,"Puerto Rico","12-6-2016 15:25",1,"Female",10.2542674043542,7.6,2290.7643433249,3.71357206670431,0.999989593913796,0.99065814623995,0.999989593913796,1
77.51,36,73600.28,200.55,0,"Central African Republic","1-7-2016 4:41",0,"Female",14.1615677098265,8.80397637434358,5417.0012160784,3.58351893845611,0.0116210522226153,0.0230692710566091,0.0116210522226153,0
52.7,34,58543.94,118.6,1,"Venezuela","8-5-2016 12:12",1,"Male",10.8903627120496,7.25947656515261,3427.3929107236,3.52636052461616,0.999793600992158,0.971979054975167,0.999793600992158,1
57.7,34,42696.67,109.07,0,"Australia","14-3-2016 23:13",1,"Female",10.4436583628535,7.59605160593318,1823.0056290889,3.52636052461616,0.999974974163719,0.983753118418353,0.999974974163719,1
56.89,37,37334.78,109.29,1,"Wallis and Futuna","25-5-2016 00:19",1,"Male",10.4541857645634,7.54254598925323,1393.8857976484,3.61091791264422,0.999989316059294,0.994774719316457,0.999989316059294,1
69.9,43,71392.53,138.35,0,"Jersey","13-5-2016 11:51",1,"Female",11.7622276801633,8.36062198643139,5096.8933398009,3.76120011569356,0.946815906763543,0.309476711480043,0.946815906763543,1
55.79,24,59550.05,149.67,0,"Puerto Rico","20-2-2016 20:47",1,"Female",12.2339691024622,7.46927037936103,3546.2084550025,3.17805383034795,0.969070038714254,0.659241106066634,0.969070038714254,1
70.03,26,64264.25,227.72,1,"Samoa","22-5-2016 20:49",0,"Male",15.0903942957101,8.3683929162056,4129.8938280625,3.25809653802148,0.00460851878942628,0.0636145131981218,0.00460851878942628,0
50.08,40,64147.86,125.85,1,"Greece","10-4-2016 2:02",1,"Male",11.2182886395386,7.07672240518165,4114.9479425796,3.68887945411394,0.999820757278787,0.987682278074655,0.999820757278787,1
43.67,31,25686.34,166.29,1,"Antarctica (the territory South of 60 deg S)","28-2-2016 06:41",1,"Male",12.8953479984062,6.60832807902271,659.7880625956,3.43398720448515,0.999956985164479,0.999757700839608,0.999956985164479,1
72.84,26,52968.22,238.63,0,"Albania","8-7-2016 21:18",0,"Female",15.4476535434997,8.53463531734075,2805.6323299684,3.25809653802148,0.01099538596044,0.137626437387398,0.01099538596044,0
45.72,36,22473.08,154.02,1,"Hong Kong","19-4-2016 15:14",1,"Male",12.4104794427935,6.76165660175079,505.0393246864,3.58351893845611,0.9999901478378,0.999851856279292,0.9999901478378,1
39.94,41,64927.19,156.3,0,"Lithuania","8-1-2016 22:47",1,"Female",12.5019998400256,6.31981012372998,4215.5400012961,3.71357206670431,0.99990574667163,0.999169171521507,0.99990574667163,1
35.61,46,51868.85,158.22,0,"Egypt","28-3-2016 08:46",1,"Female",12.578553175942,5.96741149913428,2690.3776003225,3.8286413964891,0.999997705700649,0.999976618472689,0.999997705700649,1
79.71,34,69456.83,211.65,1,"Bangladesh","2-7-2016 14:57",0,"Male",14.5481957644238,8.92804569880777,4824.2512336489,3.52636052461616,0.0039524956827982,0.0204339872932983,0.0039524956827982,0
41.49,53,31947.65,169.18,0,"Western Sahara","3-7-2016 9:22",1,"Female",13.0069212344813,6.44127316607517,1020.6523405225,3.97029191355212,0.999998793951554,0.999991073388452,0.999998793951554,1
63.6,23,51864.77,235.28,1,"Serbia","1-6-2016 9:27",0,"Male",15.3388395910512,7.97496081495075,2689.9543671529,3.13549421592915,0.0322846456094887,0.391452632386279,0.0322846456094887,0
89.91,40,59593.56,194.23,0,"Maldives","9-7-2016 14:55",0,"Female",13.9366423502937,9.48208837756746,3551.3923934736,3.68887945411394,0.0361538480908881,0.0292692290061294,0.0361538480908881,0
68.18,21,48376.14,218.17,1,"Czech Republic","9-2-2016 22:04",0,"Male",14.7705788647568,8.25711814133721,2340.2509212996,3.04452243772342,0.0311339361309207,0.170222036420193,0.0311339361309207,0
66.49,20,56884.74,202.16,0,"Guernsey","10-6-2016 11:31",0,"Female",14.218298069741,8.15414005275847,3235.8736448676,2.99573227355399,0.0405489707076508,0.0774548717065679,0.0405489707076508,0
80.49,40,67186.54,229.12,1,"Tanzania","14-2-2016 03:50",0,"Male",15.1367103427396,8.97162192694275,4514.0311571716,3.68887945411394,0.00477009025277642,0.0603341052827588,0.00477009025277642,0
72.23,25,46557.92,241.03,1,"Bhutan","5-7-2016 17:17",0,"Male",15.5251409011319,8.49882344798385,2167.6399147264,3.2188758248682,0.0131173954565119,0.224236505842151,0.0131173954565119,0
42.39,42,66541.05,150.99,0,"Christmas Island","28-4-2016 05:50",1,"Female",12.2877988264782,6.51076032426321,4427.7113351025,3.73766961828337,0.999861844089706,0.998214125787226,0.999861844089706,1
47.53,30,33258.09,135.18,0,"Guinea","3-4-2016 5:10",1,"Female",11.6266934250457,6.89420046125727,1106.1005504481,3.40119738166216,0.999983002627007,0.998693890983385,0.999983002627007,1
74.02,32,72272.9,210.54,0,"Micronesia","9-3-2016 14:57",0,"Female",14.5099965541002,8.60348766489498,5223.37207441,3.46573590279973,0.0076160277563363,0.0290740002913296,0.0076160277563363,0
66.63,60,60333.38,176.98,0,"Madagascar","16-1-2016 23:37",1,"Female",13.3033830283879,8.16272013485701,3640.1167422244,4.0943445622221,0.990859113007217,0.968030822132286,0.990859113007217,1
63.24,53,65229.13,235.78,1,"Lebanon","3-7-2016 4:33",1,"Male",15.35512943612,7.95235814082842,4254.8394005569,3.97029191355212,0.441650852106381,0.940850442503073,0.441650852106381,0
71,22,56067.38,211.87,0,"Eritrea","14-3-2016 06:46",0,"Female",14.5557548756497,8.42614977317636,3143.5511000644,3.09104245335832,0.0182406222630007,0.0580596174312124,0.0182406222630007,0
46.13,46,37838.72,123.64,1,"Guyana","9-1-2016 5:44",1,"Male",11.1193524991341,6.79190694871477,1431.7687312384,3.8286413964891,0.9999992238266,0.999890580120162,0.9999992238266,1
69,32,72683.35,221.21,1,"Trinidad and Tobago","11-2-2016 4:37",0,"Male",14.8731301345749,8.30662386291807,5282.8693672225,3.46573590279973,0.0068274214579315,0.0741781353970329,0.0068274214579315,0
76.99,31,56729.78,244.34,1,"Jersey","22-6-2016 07:33",0,"Male",15.6313786979908,8.77439456600853,3218.2679388484,3.43398720448515,0.00419724719036262,0.107791458458316,0.00419724719036262,0
72.6,55,66815.54,162.95,0,"United Arab Emirates","13-7-2016 16:12",1,"Female",12.7651870334907,8.52056336165632,4464.3163854916,4.00733318523247,0.945633348940961,0.678164408612689,0.945633348940961,1
61.88,42,60223.52,112.19,1,"Martinique","23-7-2016 11:46",1,"Male",10.5919780966541,7.86638417571885,3626.8723611904,3.73766961828337,0.999670588592765,0.917414656623539,0.999670588592765,1
84.45,50,29727.79,207.18,0,"Somalia","13-7-2016 04:10",1,"Female",14.3937486430742,9.18966811152612,883.7414982841,3.91202300542815,0.842222247947845,0.849017719239278,0.842222247947845,1
88.97,45,49269.98,152.49,0,"Bhutan","11-6-2016 18:32",1,"Female",12.3486841404257,9.43239100122551,2427.5309292004,3.80666248977032,0.871350223311989,0.194517732224779,0.871350223311989,1
86.19,31,57669.41,210.26,1,"Greece","8-5-2016 12:51",0,"Male",14.5003448234861,9.2838569571057,3325.7608497481,3.43398720448515,0.00503053356401387,0.0174524074613813,0.00503053356401387,0
49.58,26,56791.75,231.94,0,"Benin","7-4-2016 16:02",0,"Female",15.2295764878738,7.04130669691358,3225.3028680625,3.25809653802148,0.596935206788662,0.951876313344195,0.596935206788662,1
77.65,27,63274.88,212.79,0,"Papua New Guinea","4-2-2016 13:30",0,"Female",14.5873232637109,8.81192374002408,4003.7104390144,3.29583686600433,0.00553983991775389,0.0198284507417069,0.00553983991775389,0
37.75,36,35466.8,225.24,0,"Uzbekistan","26-2-2016 19:48",1,"Female",15.0079978678037,6.14410286372225,1257.89390224,3.58351893845611,0.999762114360772,0.999962072736158,0.999762114360772,1
62.33,43,68787.09,127.11,0,"South Africa","21-6-2016 13:15",1,"Female",11.2743070740512,7.89493508523028,4731.6637506681,3.76120011569356,0.996977407122258,0.775645605486855,0.996977407122258,1
79.57,31,61227.59,230.93,0,"Egypt","17-5-2016 04:27",0,"Female",15.196381148155,8.92020179143947,3748.8177772081,3.43398720448515,0.0041627437202662,0.0389328609951522,0.0041627437202662,0
80.31,44,56366.88,127.07,0,"Hungary","18-4-2016 15:54",1,"Female",11.2725329895281,8.96158468129382,3177.2251609344,3.78418963391826,0.987135499287605,0.331049200480036,0.987135499287605,1
89.05,45,57868.44,206.98,0,"Falkland Islands (Malvinas)","3-4-2016 10:07",0,"Female",14.3867995051019,9.43663075467086,3348.7563480336,3.80666248977032,0.049383092389897,0.0802727289150751,0.049383092389897,0
70.41,27,66618.21,223.03,0,"Dominica","4-4-2016 21:30",0,"Female",14.9341889635829,8.39106667831927,4437.9859036041,3.29583686600433,0.00701120413690355,0.0528382255843715,0.00701120413690355,0
67.36,37,73104.47,233.56,0,"Jersey","6-7-2016 16:00",0,"Female",15.2826699238059,8.20731381147328,5344.2635339809,3.61091791264422,0.0149286764307187,0.19783444382147,0.0149286764307187,0
46.98,50,21644.91,175.37,0,"Lithuania","4-5-2016 9:00",1,"Female",13.2427338567231,6.85419579527752,468.5021289081,3.91202300542815,0.999994769920209,0.99997050316512,0.999994769920209,1
41.67,36,53817.02,132.55,0,"Saint Martin","13-6-2016 18:50",1,"Female",11.5130360895812,6.455230437405,2896.2716416804,3.58351893845611,0.999989766976748,0.999322945552867,0.999989766976748,1
51.24,36,76368.31,176.73,0,"Cuba","3-1-2016 16:01",1,"Female",13.2939836016147,7.15821206726931,5832.1187722561,3.58351893845611,0.894677050743852,0.834446320780486,0.894677050743852,1
75.7,29,67633.44,215.44,0,"United States Minor Outlying Islands","14-1-2016 00:23",0,"Female",14.677874505527,8.70057469366248,4574.2822062336,3.36729582998647,0.00511040229333449,0.0237843743100453,0.00511040229333449,0
43.49,47,50335.46,127.83,0,"Belize","12-1-2016 10:07",1,"Female",11.3061929932228,6.59469483751902,2533.6585334116,3.85014760171006,0.999998622971207,0.999840310092347,0.999998622971207,1
49.89,39,17709.98,160.03,1,"Belize","16-4-2016 12:09",1,"Male",12.6502964392144,7.06328535456412,313.6433916004,3.66356164612965,0.999979913410315,0.999780287454099,0.999979913410315,1
38.37,36,41229.16,140.46,0,"Antarctica (the territory South of 60 deg S)","13-5-2016 06:09",1,"Female",11.8515821728578,6.19435226637943,1699.8436343056,3.58351893845611,0.999998318303882,0.999926722859201,0.999998318303882,1
